Enddate,Name,Region,ID,Headline,Copyright
20250324,ElephantGrass,PT-BR,3216599628,"Um oásis de resistência","Elefante do deserto e filhote se alimentando de capim alto, Namíbia (© Christophe Courteau/Minden Pictures)"
20250325,HobbitHole,PT-BR,3505721591,"A magia tecida entre páginas","Buraco de Hobbit no set de filmagem de Hobbiton, Waikato, Nova Zelândia (© Kim Petersen/Alamy)"
20250326,CrystalManatee,PT-BR,6841178872,"A vida sob a superfície","Peixe-boi em Crystal River, Flórida, EUA (© Stephen Frink/Getty Images)"
20250327,OdeonAthens,PT-BR,7363037534,"Para aplaudir de pé","Odeon of Herodes Atticus theater, Acropolis of Athens, Greece (© f11photo/Getty Images)"
20250328,NestingMonarch,PT-BR,7621606081,"Entre teias, folhas e arte","Monarca-azul-de-solidéu fêmea no ninho (© komkrit tonusin/Alamy)"
20250329,CarrizoBloom,PT-BR,8458116464,"Cores que brotam da aridez","Superfloração no Monumento Nacional Carrizo Plain, Califórnia, EUA (© Robb Hirsch/TANDEM Stills + Motion)"
20250330,SydneyHarbour,PT-BR,9026745479,"Uma conexão majestosa","Vista aérea do Porto de Sydney, Nova Gales do Sul, Austrália (© jamenpercy/Getty Images)"
20250331,ItalyOstuni,PT-BR,1632629962,"Refúgios brancos entre o céu e o mar","Ostuni ao entardecer, Apúlia, Itália (© Feng Wei Photography/Getty Images)"
20250401,TicanFrog,PT-BR,2144380781,"Um equiíbrio delicado","Perereca Boana rufitela, Costa Rica (© Ondrej Prosicky/Shutterstock)"
20250402,CanyonItaimbezinho,PT-BR,4970821899,"A beleza mais profunda","Cânion Itaimbezinho, Rio Grande do Sul, Brasil (© agustavop/iStock/Getty Images Plus)"
20250403,SaguaroRainbow,PT-BR,3397933674,"Do outro lado do arco-íris","Arco-íris sobre o Wasson Peak, Parque Nacional de Saguaro, Arizona, EUA (© Frank Staub/Getty Images)"
20250404,CherryBlossomDC,PT-BR,6371827217,"Quando as flores se tornam pontes","Festival Nacional da Flor de Cerejeira, Washington, D.C., EUA (© f11photo/Getty Images)"
20250405,GaztelugatxeSunset,PT-BR,7140171016,"A verdadeira Pedra do Dragão","Ilhote de Gaztelugatxe ao pôr do sol, País Basco, Espanha (© Eloi_Omella/Getty Images)"
20250406,PeabodyBaltimore,PT-BR,0400301029,"A arquitetura do saber","Biblioteca George Peabody, Baltimore, Maryland, EUA (© Wim Wiskerke/Alamy)"
20250407,BeaverDay,PT-BR,0574676705,"Olá, Sr. Castor!","Castor-americano, Moran, Wyoming, EUA (© Enrique Aguirre Aves/Getty Images)"
20250408,ParoTsechu,PT-BR,0804311067,"Padrões do passado","Mulheres com trajes tradicionais no Festival Paro Tshechu, Butão (© Richard I'Anson/Getty Images)"
20250409,BlueNaxos,PT-BR,1208172497,"Aromas, mitos e maresia","Hora azul em Naxos, Cíclades, Grécia (© Sizun Eye/Getty Images)"
20250410,LittleFoxes,PT-BR,1339249223,"Coração selvagem","Filhotes de raposa-vermelha perto da toca (© WildMedia/Shutterstock)"
20250411,TulipsWindmill,PT-BR,1514723393,"O império das tulipas","Campo de Tulipas nos Países Baixos (© 1111IESPDJ/Getty Images)"
20250412,SpaceFlight,PT-BR,1652543641,"108 minutos que mudaram o mundo","Vista da cúpula da Estação Espacial Internacional sobre o Oceano Pacífico Sul (© NASA)"
20250413,AniversarioFortaleza,PT-BR,2253033645,"Histórias sussurradas pelos ventos","Vista aérea da Praia de Iracema, Fortaleza, Ceará, Brasil (© stocklapse/Getty Images)"
20250414,SpottedDolphins,PT-BR,4725039948,"Dança das águas","Golfinhos-pintados-do-Atlântico perto da Ilha de Santa Maria, Açores, Portugal (© Jordi Chias/Minden Pictures)"
20250415,BeachArt,PT-BR,4894197418,"Veja arte, faça arte, seja arte","Arte na areia na Praia de Sauveterre por Zarpo, Les Sables-d'Olonne, Vendeia, França (© Hemis/Alamy)"
20250416,FozdoIguacu2025,PT-BR,5499701871,"Quedas ecoam entre nações","Cartaratas do Iguaçu vistas de Foz do Iguaçu, Paraná, Brasil (© Stockfoto)"
20250417,EcuadorBird,PT-BR,5045243813,"O embaixador da moda","Galo-da-serra-andino, Equador (© Kit Day/Alamy)"
20250418,GoremeTurkey,PT-BR,0414820680,"O valor dos monumentos e sítios históricos","Balões sobre o Parque Nacional de Göreme, na Capadócia, Turquia (© Anton Petrus/Getty Images)"
20250419,ZionValley,PT-BR,8868751465,"A beleza natural que merece ser celebrada","Parque Nacional Zion, Utah, EUA (© Simon Dannhauer/Getty Images)"
20250420,BunnyLove,PT-BR,9190228390,"O Coelhinho da Páscoa está chegando","Coelhos selvagens no outono (© Fiona McAllister Photography/Getty Images)"
20250421,AniversarioBrasilia,PT-BR,0404109011,"Brasília: 65 anos de história e inovação","Aniversário de Brasília, DF (© Cro Magnon/Alamy Stock Photo)"
20250422,YellowstoneSpring,PT-BR,0628932864,"Nosso Poder, Nosso Planeta","Grande Fonte Prismática, Parque Nacional de Yellowstone, Wyoming, EUA (© Ajith Kumar/Getty Images)"
20250423,GlobeTheatre,PT-BR,2484921869,"Onde o passado ganha vida","Teatro Shakespeare's Globe, Londres, Inglaterra (© Peter Dazeley/Getty Images)"
20250424,KenaiSpires,PT-BR,2765699166,"Picos escarpados e águas selvagens","Parque Nacional dos Fiordes de Kenai, Seward, Alasca, EUA (© Wander Photography/Getty Images)"
20250425,MagellanicPenguin,PT-BR,3120283712,"Marinheiros de fraque","Pinguim-de-magalhães, Volunteer Point, Ilhas Malvinas (© imageBROKER/Matthias Graben/Getty Images)"
20250426,BrucePeninsula,PT-BR,5440463539,"Penhascos, cavernas e águas cristalinas","Indian Head Cove, Parque Nacional da Península Bruce, Ontário, Canadá (© Maurice Prokaziuk/Getty Images)"
20250427,RedwoodGrove,PT-BR,8053391438,"As gigantes da natureza","Bosque de sequoias no Parque Nacional de Redwood, Califórnia, EUA (© Bob Pool/Getty Images)"
20250428,DunasMaranhenses,PT-BR,7731502605,"Deserto tropical","Parque Nacional dos Lençóis Maranhenses, Maranhão (© WhyNotTrip/Shutterstock)"
20250429,GardensVillandry,PT-BR,2651560431,"Geometria em flor","Castelo de Villandry, Vale do Loire, França (© Mint Images/Getty Images)"
20250430,ColtraneBand,PT-BR,2612003019,"Jazz: uma tradição sem fronteiras","Saxofonista John Coltrane e sua banda se apresentando em 1961 em Londres, Inglaterra (© Popperfoto/Getty Images)"
20250501,PinkPlumeria,PT-BR,2515554490,"Uma tradição perfumada","Flores de plumeria, Havaí EUA (© Miranda Jans/Getty Images)"
20250502,BrazilHeron,PT-BR,4897621554,"Navegando sozinho","Socozinho sobre uma vitória-régia, Pantanal (© Gerald Corsi/Getty Images)"
20250503,ArchesGalaxy,PT-BR,5466273548,"Moldura dupla","Via Láctea emoldurada pelo Arco Duplo no Parque Nacional dos Arcos, Utah, EUA (© Adventure_Photo/Getty Images)"
20250504,SevilleNaboo,PT-BR,1882762485,"Bem-vindo ao planeta Naboo!","Praça de Espanha, Sevilha, Espanha (© Horia Merla/Getty Images)"
20250505,YohoNP,PT-BR,7613971395,"Fósseis, trilhas e cachoeiras","Monte Burgess e Lago Emerald no Parque Nacional Yoho, Colúmbia Britânica, Canadá (© Feng Wei Photography/Getty Images)"
20250506,FlyoverNamibia,PT-BR,8374548592,"Uma viagem fora do comum","Ultraleve sobrevoando as areias da Namíbia (© Burt Johnson/Alamy)"
20250507,DunluceIreland,PT-BR,4554563942,"Castelos e suas lendas","Castelo de Dunluce, Condado de Antrim, Irlanda do Norte (© DieterMeyrl/Getty Images)"
20250508,DiaNacionalTurismo2025,PT-BR,1293599256,"A majestosa Cascata do Caracol","Parque do Caracol, Canela, RS (© Luís Henrique Boucault/Getty Images)"
20250509,FumacinhaBahia,PT-BR,0440078650,"Belezas escondidas","Cachoeira Fumacinha, Parque Nacional da Chapada Diamantina, Ibicoara, BA (© Pulsar Imagens/Alamy Stock Photo)"
20250510,MinnesotaRotunda,PT-BR,2639700452,"Glória dourada","Capitólio do Estado de Minnesota, St. Paul, Minnesota, EUA (© lavin photography/Getty Images)"
20250511,LeopardMother,PT-BR,3379909644,"Maternidade selvagem","Mãe leopardo com seu filhote, Jao Camp, Botsuana (© Suzi Eszterhas/Minden Pictures)"
20250512,IrisGarden,PT-BR,4328394964,"Mar de lilás","Jardim de íris em Tóquio, Japão (© M.Arai/Getty Images)"
20250513,TorresChile,PT-BR,4534692189,"Deslumbrante aos 66 anos","Parque Nacional Torres del Paine, Patagônia, Chile (© Marco Bottigelli/Getty Images)"
20250514,SardiniaFlavia,PT-BR,4719192725,"Minério à vista","Porto Flavia, Sulcis-Iglesiente, Sardenha, Itália (© Francesco Riccardo Iacomino/Getty Images)"
20250515,LondonParliament,PT-BR,5394020420,"No compasso do tempo","Big Ben e Parlamento, Palácio de Westminster, Londres, Inglaterra (© Puthipong Worasaran/Getty Images)"
20250516,GreenMacaw,PT-BR,8455225327,"Foco na preservação das espécies","Arara-verde, México (© Ondrej Prosicky/Shutterstock)"
20250517,VeniceLagoon,PT-BR,8587771940,"A “dolce vita” veneziana","Delta na Lagoa de Veneza, Itália (© Dimitri Weber/Amazing Aerial Agency)"
20250518,DufyRoom,PT-BR,8646491338,"Vamos visitar um museu hoje?","“A Fada da Eletricidade” por Raoul Dufy, Museu de Arte Moderna, Paris, França (© BERTRAND GUAY/AFP via Getty Images)"
20250519,TiradentesMinasGerais,PT-BR,9045751128,"Beleza sob o céu de Tiradentes","Vista aérea ao nascer do sol em Tiradentes, Minas Gerais (© Martinelli73/iStock/Getty Images Plus)"
20250520,HoneyBeeLavender,PT-BR,9232518610,"O zumbido da vida","Abelha sobre flores de lavanda (© Anthony Brown/Alamy)"
20250521,SongyangTeaGarden,PT-BR,1905535535,"Infusões de cultura","Jardim de chá na Vila Yangjiatang, Condado de Songyang, China (© feng xu/Getty Images)"
20250522,BaobabAvenue,PT-BR,2482029960,"Avenida dos Baobás","Baobás ao pôr-do-sol, Avenida dos Baobás, Madagascar (© Framalicious/Shutterstock)"
20250523,ButterflyTurtle,PT-BR,4108571272,"Devagar e sempre","Borboleta Julia no nariz de uma tartaruga de orelha amarela, Região Amazônica, Equador (© Westend61/Getty Images)"
20250524,JotunheimenPark,PT-BR,4332808670,"O lado selvagem da Europa","Parque Nacional de Jotunheimen na Noruega (© Marisa Estivill/Shutterstock)"
20250525,ButchartFlowers,PT-BR,7345483854,"A terra que reaprendeu a florir","Jardins de Butchart em Brentwood Bay, Colúmbia Britânica, Canadá (© 2009fotofriends/Shutterstock)"
20250526,Arashiyama2025,PT-BR,6176827383,"Vamos ao Japão?","Trem ao longo do rio Hozugawa em Arashiyama, Quioto, Japão (© Alvin Huang/Getty Images)"
20250527,DiaMataAtlantica2025,PT-BR,6905728982,"Um silêncio que respira","Rio da Mata Atlântica em Pernambuco (© Pollyana Ventura/Getty Images)"
20250528,KelpOtter,PT-BR,7205269839,"Entre algas e abraços","Lontra-marinha flutuando entre algas no Refúgio Nacional de Vida Selvagem Marinha do Alasca, EUA (© Gerry Ellis/Minden Pictures)"
20250529,MiravetSpain,PT-BR,7483184425,"Na tranquila correnteza dos séculos","Miravet às margens do rio Ebro, Tarragona, Catalunha, Espanha (© Eloi_Omella/Getty Images)"
20250530,LittlePigeonRiver,PT-BR,7889046917,"Fluindo pelas Montanhas Fumegantes","Rio Little Pigeon, Parque Nacional das Grandes Montanhas Fumegantes, Tennessee, EUA (© GreenStock/Getty Images)"
20250531,SwedenReserve,PT-BR,8224811231,"Uma paisagem glacial","Reserva Natural Knuthöjdsmossen, Suécia (© Sven Halling/DEEPOL/plainpicture)"
20250601,BeginningFestasJuninas,PT-BR,8821402766,"Início das Festas Juninas","Acordeonista tocando seu instrumento (© Fred_Pinheiro/Getty Images)"
20250602,EchinaceaButterfly,PT-BR,8973487731,"O poder das flores","Borboleta Hesperiidae em uma equinácea, Parque Estadual Rockefeller, Nova York, EUA (© Marianne A. Campolongo/Alamy)"
20250603,BicyclesUtrecht,PT-BR,9202088294,"Felicidade sobre duas rodas","Bicicletas em uma ponte em Utrecht, Países Baixos (© George Pachantouris/Getty Images)"
20250604,CalaLuna,PT-BR,9479768286,"Azuis nítidos, vistas impressionantes","Praia Cala Luna, Sardenha, Itália (© guenterguni/Getty Images)"
20250605,OlivaresMural,PT-BR,9939913943,"A reciclagem nunca foi tão bonita","Mural de tampinhas de garrafa por Oscar Olivares em Guatire, Venezuela (© FEDERICO PARRA/AFP via Getty Images)"
20250606,NormandyBeach,PT-BR,1029038127,"O dia em que a maré virou","Arromanches-les-Bains na Normandia, França (© Horia Merla/Getty Images)"
20250607,PacificCrestTrail,PT-BR,2793747825,"Onde termina a estrada, começa a descoberta","Cume do Pine Mountain, Floresta Nacional de Angeles, Califórnia, EUA (© Matthew Kuhns/TANDEM Stills + Motion)"
20250608,StellarSeaLions,PT-BR,8572574389,"As vozes do oceano","Leões-marinhos-de-steller, Ilha de Vancouver, Colúmbia Britânica, Canadá (© Steve Woods Photography/Getty Images)"
20250609,DubrovnikTwilight,PT-BR,8704767990,"Além da ficção","Cidade Antiga de Dubrovnik, Dalmácia, Croácia (© bluejayphoto/Getty Images)"
20250610,AerialEverglades,PT-BR,5098908500,"Natureza em estado líquido","Vista aérea do Parque Nacional Everglades, Flórida, EUA (© Robert DelVecchio - OcuDrone/Getty Images)"
20250611,FlamingosNamibia,PT-BR,5557739797,"Uma dança sobre as águas","Flamingos-rosados em Lüderitz, Namíbia (© Karine Aigner/TANDEM Stills + Motion)  (© Karine Aigner/TANDEM Stills + Motion)"
20250612,DiaDosNamoradosMacaws,PT-BR,5812210481,"O amor está no ar!","Araras-vermelhas no Buraco das Araras, perto de Bonito, Mato Grosso do Sul, Brasil (© Schafer &amp; Hill/Getty Images)"
20250613,SanMiguelAzores,PT-BR,2658684793,"O coração escondido no oceano","Ilhéu de Vila Franca, Ilha de São Miguel, Açores, Portugal (© ARoxo/Getty Images)"
20250614,DolomitiEstate,PT-BR,0683088540,"Os sons do silêncio","Cinco Torres, Dolomitas, Itália (© usabin/Getty Images)"
20250615,RheaDad,PT-BR,0280530641,"Asas que não voam, mas protegem","Macho de nandu-de-darwin com filhotes, Parque Nacional Torres del Paine, Patagônia, Chile (© Ignacio Yufera/Minden Pictures)"
20250616,SeaTurtleBrazil,PT-BR,6302602860,"Nadadoras antigas, lutas modernas","Tartaruga-marinha, Fernando de Noronha (© João Vianna/Getty Images)"
20250617,CumberlandOaks,PT-BR,4337233447,"Tranquilidade costeira, vida selvagem","Floresta marítima na Ilha de Cumberland, Geórgia, EUA (© Chris Moore/TANDEM Stills + Motion)"
20250618,AsianSwallowtail,PT-BR,4054073154,"Que comece a dança da polinização!","Borboleta sobre lírio-da-aranha-vermelha (© lzh/Getty Images)"
20250619,IcelandSolstice,PT-BR,2763816413,"Tudo pronto para o pôr do sol","Cascata de Seljalandsfoss ao entardecer, na Islândia (© Tom Mackie/AWL/plainpicture)"
20250620,WinterBegins,PT-BR,2647021709,"Histórias que o frio embala","Praia em Santa Catarina (© CaioCarvalhoPhotography/Getty Images)"
20250621,SerengetiGiraffe,PT-BR,2390228127,"Elegância em extinção","Girafa-masai cuidando seu filhote no Serengeti, Tanzânia (© Alberto Cassani/Getty Images)"
20250622,AmazonEcuador,PT-BR,8954239087,"O verde que nos sustenta","Floresta Amazônica, Equador (© Mark Fox/Getty Images)"
20250623,DresdenElbe,PT-BR,8840681682,"Das ruínas à resiliência","Rio Elba em Dresden, Alemanha (© Sean Pavone/Getty Images)"
20250624,Araraquara,PT-BR,8567454542,"Entre névoas e pôr do sol","Araraquara, São Paulo (© Dante Laurini Jr. Imagens/Getty Images)"
20250625,GlastonburyScenic,PT-BR,6042557726,"O passado sobe ao palco","Torre da Igreja de São Miguel no Glastonbury Tor, Glastonbury, Somerset, Inglaterra (© Gavin Hellier/Getty Images)"
20250626,HorseheadRock,PT-BR,5419648033,"A pedra que tem sede do mar","Via Láctea sobre a Horse Head Rock, Nova Gales do Sul, Austrália (© Philip Thurston/Getty Images)"
20250627,SplendidFrog,PT-BR,2454660849,"Coloridas, noturnas e tropicais","Cruziohyla calcarifer, rã arborícola (© Jan Stria/Shutterstock)"
20250628,PrideParade,PT-BR,2044753051,"A revolta que acendeu o arco-íris","Parada do Orgulho LGBTQIA+ em Nova York, EUA (© Alan Schein/Getty Images)"
20250629,BandaIsland,PT-BR,1841651609,"A riqueza e os desafios dos trópicos","Pulau Ay, Ilhas Banda, Indonésia (© fabio lamanna/Alamy)"
20250630,WolfeCrater,PT-BR,9729187204,"Cicatrizes cósmicas","Cratera Wolfe Creek, Austrália (© Abstract Aerial Art/Getty Images)"
20250701,CanadaDayFogo,PT-BR,9552354869,"O Canadá completa 158 anos","Vila de pescadores de Tilting, Fogo Island, Terra Nova e Labrador, Canadá (© FedevPhoto/Getty Images)"
20250702,MaroonClownfish,PT-BR,9242833832,"Entre bolhas e tentáculos","Peixe-palhaço cercado por anémona de ponta de bolha, Baía Milne, Papua-Nova Guiné (© Fred Bavendam/Nature Picture Library)"
20250703,RainbowRiver,PT-BR,7721810301,"As transparências do Rainbow River","Rainbow River no Parque Estadual Rainbow Springs, Flórida, EUA (© Michel Roggo/Minden Pictures)"
20250704,OroseiSardegna,PT-BR,7332752018,"Uma janela para o Tirreno","Orosei, Sardenha, Itália (© EyeEm Mobile GmbH/Getty Images)"
20250705,TourCyclists,PT-BR,7101662608,"Pedalando pela história","Descendo o Col du Tourmalet nos Pirineus Franceses durante o Tour de France de 2021 (© THOMAS SAMSON/AFP via Getty Images)"
20250706,LuzTrainStation,PT-BR,2740667890,"Onde o passado encontra o presente","Estação da Luz, São Paulo (© Thiago Leite/Getty Images)"
20250707,ShetlandGannets,PT-BR,6855447396,"Plumas e profundezas","Gansos-patola mergulhando em busca de peixes, Ilhas Shetland, Escócia (© Richard Shucksmith/Minden Pictures)"
20250708,NationalScienceDay,PT-BR,3314898058,"No embalo do conhecimento","Preguiça-comum pendurada em árvore no Rio de Janeiro (© MaViLa/Getty Images)"
20250709,ConstitucionStation,PT-BR,4627636298,"O tango da independência","Estação ferroviária Constitución, Buenos Aires, Argentina (© Grafissimo/Getty Images)"
20250710,BahamaBlues,PT-BR,4354630844,"Nas ondas da liberdade","Águas turquesa das Bahamas (© BlueOrange Studio/Adobe Stock)"
20250711,TokyoSunrise,PT-BR,5890009803,"Estamos todos incluídos","Amanhecer em Tóquio, Japão (© pongnathee kluaythong/Getty Images)"
20250712,ThomsonGazelle,PT-BR,6496352663,"Seguindo o exemplo da mãe","Gazela-de-thomson mãe e filhote, Maasai Mara, Quênia (© Gallo Images/DanitaDelimont.com)"
20250713,BasaltColumns,PT-BR,7052531189,"Esculturas da Terra","Colunas de basalto na enseada de Kálfshamarsvík, península de Skagi, Islândia (© Arterra Picture Library/Alamy Stock Photo)"
20250714,YoungShark,PT-BR,8738658851,"Guardião dos mares","Jovem tubarão-azul nadando na costa da Galícia, Espanha (© Damocean/Getty Images)"
20250715,PerseidsPine,PT-BR,0914394834,"Brilho atemporal","Chuva de meteoros Perseidas e um antigo pinheiro bristlecone, Parque Nacional Great Basin, Nevada, EUA (© Wirestock Creators/Shutterstock)"
20250716,TemplePhilae,PT-BR,9175730450,"Iluminado pela deusa Ísis","Templo de Filas (ou Templo de Ísis), Assuão, Egito (© Ratnakorn Piyasirisorost/Getty Images)"
20250717,FranceLavender,PT-BR,8916363629,"Horizontes perfumados","Campos de lavanda no Planalto de Valensole, França (© zpagistock/Getty Images)"
20250718,HappySunflower,PT-BR,8599256131,"Alô, amarelo!","Girassóis florindo em um campo no verão (© Arsgera/Shutterstock)"
20250719,NationalSoccerDay,PT-BR,3956559362,"A paixão em campo","Partida da Copa das Confederações da FIFA Brasil 2013, Estádio Nacional, Brasília (© Clive Mason/Getty Images)"
20250720,BigMoon,PT-BR,8604757050,"O passo que moveu o mundo","Superfície da Lua vista por telescópio (© Sergey Kuznetsov/Getty Images)"
20250721,AcroporaReef,PT-BR,8456645465,"Uma floresta de cor e sal","Coral chifre-de-veado em Bonaire, Caribe Neerlandês (© blue-sea.cz/Shutterstock)"
20250722,EucaliptoSC,PT-BR,8170247706,"Natureza sob medida","Reflorestamento de eucaliptos em Santa Catarina (© YES BRASIL/Getty Images)"
20250723,VaticanCity,PT-BR,6747306784,"Pequenos países, grandes legados","Cidade do Vaticano com a Basílica de São Pedro ao fundo, Roma, Itália (© RudyBalasko/Getty Images)"
20250724,AshyWoodswallow,PT-BR,6492437124,"Tão juntos quanto o céu permite","Família de Artamus fuscus empoleirada em um galho na Tailândia (© Captain Skyhigh/Getty Images)"
20250725,LasPalmas,PT-BR,7218640401,"Tela da vida","Vista aérea das casas coloridas em Palmas da Grã-Canária, Espanha (© Marco Bottigelli/Getty Images)"
20250726,MangroveTwilight,PT-BR,1374948765,"Sentinelas da maré","Manguezais ao entardecer, Praia de Walakiri, ilha de Sumba, Indonésia (© Boonchet Ch./Getty Images)"
20250727,BlackfinBarracuda,PT-BR,7423945711,"Brilho em sincronia","Cardume de barracudas-de-barbatana-preta, Shark Reef, Parque Nacional Ras Mohammed, Península do Sinai, Egito (© Alex Mustard/Nature Picture Library)"
20250728,MongoliaYurts,PT-BR,1789497655,"Conservar é viver","Yurts nas planícies da Mongólia (© Michel Arnault/Shutterstock)"
20250729,TigerDay,PT-BR,9994663817,"A rainha da selva","Tigre-de-bengala fêmea, Parque Nacional de Kanha, Índia (© Axel Gomille/Nature Picture Library)"
20250730,SaypeDubai,PT-BR,3110184128,"Amizade sem fronteiras","Instalação de arte "Beyond Walls", de Saype, na Expo 2020 Dubai, Emirados Árabes Unidos (© VALENTIN FLAURAUD/EPA-EFE/Shutterstock)"
20250731,NaPaliKauai,PT-BR,1647941765,"Desconectado da rede","Praia de Kalalau na Costa Nā Pali, Kauai, Havaí, EUA (© Russ Bishop/DanitaDelimont.com)"
20250801,EdinburghFringe,PT-BR,1616898906,"Espere o inesperado!","Royal Mile, Edimburgo, Escócia (© MEDITERRANEAN/Getty Images)"
20250802,RotatoriaLetras,PT-BR,3269837053,"O nó das letras","Vista aérea da rotatória “Bola das Letras” em Manaus, Amazonas (© Cristian Lourenço/iStock/Getty Images Plus)"
20250803,DiaCapoeirista,PT-BR,1567987361,"História em movimento","Pelourinho, Salvador, Bahia (© luoman/Getty Images)"
20250804,LaplandOwl,PT-BR,9387648835,"Quem mora aqui?","Corujas-lapónicas em seu ninho, Finlândia (© imageBROKER.com/Alamy)"
20250805,CaliforniaTidepool,PT-BR,9575263840,"Brincando com a maré","Piscinas naturais em La Jolla, Califórnia, EUA (© Andrew Shoemaker/DanitaDelimont.com)"
20250806,BabyLemur,PT-BR,1048379663,"Nativo de Madagascar","Filhote de lêmure-de-cauda-anelada brincando com sua cauda, Madagascar (© Andy Rouse/Nature Picture Library)"
20250807,GasparillaLight,PT-BR,0335671188,"Código costeiro","Farol Traseiro da Ilha Gasparilla, Boca Grande, Flórida, EUA (© Wiltser/Getty Images)"
20250808,IguazuArgentina,PT-BR,7659880739,"Águas que domam o silêncio","Salto Três Mosqueteiros nas Cataratas do Iguaçu, Argentina (© Mark Meredith/Getty Images)"
20250809,MaoriRock,PT-BR,7824460813,"As raízes do amanhã","Gravuras Maori em pedra na Mine Bay, Lago Taupo, Nova Zelândia (© Joppi/Getty Images)"
20250810,DiaPais,PT-BR,3238446689,"Amor que flui à beira-rio","Família de capivaras às margens da floresta amazônica no Parque Nacional de Manu, Peru (© RPBMedia/iStock/Getty Images Plus)"
20250811,SantaMaddalena,PT-BR,8037703771,"O cartão-postal dos picos","Vila de Santa Maddalena, Dolomitas, Itália (© Sakrapee Nopparat/Getty Images)"
20250812,KenyaElephants,PT-BR,8192553536,"Selvagem, sábio e maravilhoso","Manada de elefantes africanos, Parque Nacional de Amboseli, Quênia (© Chase Dekker/Minden Pictures)"
20250813,CoronaArch,PT-BR,8379386277,"Explorando arcos gigantes","Escalador fazendo rapel no Corona Arch, perto de Moab, Utah, EUA (© Grant Ordelheide/TANDEM Stills + Motion)"
20250814,PizNairPeak,PT-BR,9393263322,"Começando pelo começo","Estação de teleférico no monte Piz Nair, Grisões, Suíça (© Roberto Moiola/Alamy)"
20250815,SpottedEagleRay,PT-BR,1035439304,"Asas no azul profundo","Raia-pintada, Ilha San Cristóbal, Galápagos, Equador (© Tui De Roy/Minden Pictures)"
20250816,ColorfulBeehives,PT-BR,1350605096,"Coloridas, trabalhadoras e essenciais","Colmeias coloridas, Itália (© Roberto Caucino/Shutterstock)"
20250817,Jeribeach,PT-BR,3080165878,"Um desenho feito de vento e tempo","Vista aérea de praia em Jericoacoara, no Ceará (© AmazingAerialAgency/Adobe Stock)"
20250818,AvalancheLake,PT-BR,3490746058,"Trilhas que conectam","Trilha do Avalanche Lake nas Montanhas Adirondack, Nova York, EUA (© Posnov/Getty Images)"
20250819,GipuzcoaSummer,PT-BR,3784755779,"As rochas que dançam com o mar","Camadas de flysch em Zumaia, País Basco, Espanha (© Eloi_Omella/Getty Images)"
20250820,CitadelBonifacio,PT-BR,4689124587,"Construída para durar","Cidadela de Bonifácio no sul da Córsega, França (© Marc Dozier/Getty Images)"
20250821,WheatearBird,PT-BR,5430723539,"Empoleirado e alerta","Chasco em meio a flores de urze no Parque Nacional de Peak District, Inglaterra (© Ben Hall/Nature Picture Library)"
20250822,DiaFolk,PT-BR,5591184698,"Cada canto conta um conto","Mamulengos em Olinda, Pernambuco (© Paula Montenegro/iStock/Getty Images Plus)"
20250823,SaintBarbaras,PT-BR,9908756704,"Majestade gótica","Catedral de Santa Bárbara, Kutná Hora, Tchéquia (© Castka/Getty Images)"
20250824,Pepalantus,PT-BR,6960217232,"A força da delicadeza","Chuveirinhos ao nascer do sol na Chapada dos Veadeiros, Goiás (© Cavan Images/Getty Images)"
20250825,YellowstoneRiver,PT-BR,9693937277,"Quando o passado vem à tona","Mirante de Calcite Springs e Rio Yellowstone, Parque Nacional de Yellowstone, Wyoming, EUA (© Rebecca L. Latson/Getty Images)"
20250826,TrulliHouses,PT-BR,9475692206,"Trulli encantado","Casas trulli em Alberobello, Apúlia, Itália (© Feng Wei Photography/Getty Images)"
20250827,FaroeLake,PT-BR,9196671345,"Arte em estado líquido","Lago Sørvágsvatn, ilha de Vágar, Ilhas Faroe, Dinamarca (© Anton Petrus/Getty Images)"
20250828,WhiteEgret,PT-BR,8998981600,"Resistência é o novo branco","Garça-branca-grande, Hungria (© Markus Varesvuo/Nature Picture Library)"
20250829,PlazaMayor,PT-BR,7717335564,"O coração de Madrid","Vista aérea da Plaza Mayor, Madrid, Espanha (© AirPano  LLC/Amazing Aerial Agency)"
20250830,MaldivesWhaleShark,PT-BR,7655648447,"Monumento em movimento","Tubarão-baleia na costa do Atol Alifu Dhaalu, Maldivas (© Bachir  Moukarzel/Amazing Aerial Agency)"
20250831,ScottsBluff,PT-BR,7461504826,"Faróis de pedra","Monumento Nacional Scotts Bluff em Gering, Nebraska, EUA (© Hawk Buckman/Getty Images)"
20250901,PalouseWA,PT-BR,8269290462,"O trigo que nasceu do gelo","Colinas onduladas de Palouse, Washington, EUA (© svetlana57/Getty Images)"
20250902,DeadvleiTrees,PT-BR,2241595565,"Os fantasmas de Deadvlei","Árvores espinho-de-camelo, Deadvlei, Parque Namib-Naukluft, Namíbia (© Inge Johnsson/Alamy Stock Photo)"
20250903,MinnesotaWaters,PT-BR,7389411612,"Tranquilidade protegida","Águas serenas da Boundary Waters Canoe Area Wilderness, Minnesota, EUA (© s.tomas/Shutterstock)"
20250904,WrestlingBears,PT-BR,2169243821,"A resistência é selvagem","Ursos-pardos lutando no Parque Nacional e Reserva de Katmai, Alasca, EUA (© Cavan Images/Adobe Stock)"
